volume (ml),Absorbance (mAU),volume (mL),Buffer B Concentration (%)
2.953907,33.728436,29.533098,0
2.957558,33.677322,29.569605,0
2.961209,33.665077,29.60611,0
2.964861,33.662067,29.642616,0
2.968512,33.653069,29.679121,0
2.972163,33.646114,29.715628,0
2.975815,33.651325,29.752132,0
2.979466,33.692879,29.788639,0
2.983117,33.808052,29.825144,0
2.986768,33.835182,29.86165,0
2.99042,33.776119,29.898155,0
2.994071,33.712578,29.934662,0
2.997722,33.646954,29.971167,0
3.001374,33.549202,30.007673,0
3.005025,33.446236,30.044178,0
3.008676,33.342888,30.080685,0
3.012328,33.250843,30.117189,0
3.015979,33.199581,30.153696,0
3.01963,33.142548,30.190201,0
3.023282,33.076691,30.226707,0
3.026933,33.002861,30.263212,0
3.030584,32.922646,30.299719,0
3.034235,32.868183,30.336224,0
3.037887,32.823383,30.37273,0
3.041538,32.659081,30.409235,0
3.045189,32.493706,30.44574,0
3.048841,32.45953,30.482246,0
3.052492,32.435825,30.518751,0
3.056143,32.441559,30.555258,0
3.059795,32.441051,30.591763,0
3.063446,32.432446,30.628269,0
3.067097,32.417091,30.664774,0
3.070749,32.397537,30.701281,0
3.0744,32.372887,30.737785,0
3.078051,32.346912,30.774292,0
3.081702,32.31628,30.810797,0
3.085354,32.305805,30.847303,0
3.089005,32.42622,30.883808,0
3.092656,32.492706,30.920315,0
3.096308,32.439934,30.95682,0
3.099959,32.383598,30.993326,0
3.10361,32.323532,31.029831,0
3.107262,32.238674,31.066338,0
3.110913,32.141373,31.102842,0
3.114564,32.029499,31.139349,0
3.118216,31.916466,31.175854,0
3.121867,31.880848,31.21236,0
3.125518,31.845003,31.248865,0
3.129169,31.80821,31.285372,0
3.132821,31.760859,31.321877,0
3.136472,31.694567,31.358383,0
3.140123,31.630108,31.394888,0
3.143775,31.567284,31.431395,0
3.147426,31.38681,31.467899,0
3.151077,31.157963,31.504406,0
3.154729,31.107086,31.540911,0
3.15838,31.081123,31.577417,0
3.162031,31.081696,31.613922,0
3.165683,31.069733,31.650429,0
3.169334,31.017643,31.686934,0
3.172985,30.973125,31.72344,0
3.176636,30.939194,31.759945,0
3.180288,30.915226,31.796452,0
3.183939,30.898035,31.832956,0
3.18759,30.87121,31.869463,0
3.191242,30.841293,31.905968,0
3.194893,30.946547,31.942474,0
3.198544,31.040951,31.978979,0
3.202196,30.979897,32.015484,0
3.205847,30.923555,32.051991,0
3.209498,30.878662,32.088497,0
3.21315,30.810188,32.125004,0
3.216801,30.714853,32.161507,0
3.220452,30.60811,32.198013,0
3.224103,30.495165,32.23452,0
3.227755,30.42975,32.271027,0
3.231406,30.374643,32.307529,0
3.235057,30.387499,32.344036,0
3.238709,30.391283,32.380543,0
3.24236,30.348923,32.417049,0
3.246011,30.305149,32.453552,0
3.249663,30.25857,32.490059,0
3.253314,30.100533,32.526566,0
3.256965,29.835634,32.563072,0
3.260617,29.735437,32.599575,0
3.264268,29.708931,32.636082,0
3.267919,29.737724,32.672588,0
3.27157,29.771559,32.709091,0
3.275222,29.731558,32.745598,0
3.278873,29.691498,32.782104,0
3.282524,29.651228,32.818611,0
3.286176,29.623264,32.855114,0
3.289827,29.613625,32.891621,0
3.293478,29.587681,32.928127,0
3.29713,29.549192,32.964634,0
3.300781,29.577288,33.001137,0
3.304432,29.628433,33.037643,0
3.308084,29.599077,33.07415,0
3.311735,29.565617,33.110657,0
3.315386,29.561602,33.14716,0
3.319037,29.526859,33.183666,0
3.322689,29.410046,33.220173,0
3.32634,29.290449,33.25668,0
3.329991,29.167376,33.293182,0
3.333643,29.102751,33.329689,0
3.337294,29.073393,33.366196,0
3.340945,29.077669,33.402702,0
3.344597,29.090271,33.439205,0
3.348248,29.034815,33.475712,0
3.351899,28.975637,33.512218,0
3.355551,28.906607,33.548725,0
3.359202,28.776138,33.585228,0
3.362853,28.51017,33.621735,0
3.366504,28.357735,33.658241,0
3.370156,28.323727,33.694748,0
3.373807,28.316034,33.731251,0
3.377458,28.321602,33.767757,0
3.38111,28.31311,33.804264,0
3.384761,28.303303,33.840771,0
3.388412,28.365068,33.877274,0
3.392064,28.413284,33.91378,0
3.395715,28.406982,33.950287,0
3.399366,28.389278,33.986794,0
3.403018,28.352095,34.023296,0
3.406669,28.362667,34.059803,0
3.41032,28.414087,34.09631,0
3.413971,28.405266,34.132816,0
3.417623,28.37281,34.169319,0
3.421274,28.414797,34.205826,0
3.424925,28.45524,34.242332,0
3.428576,28.356966,34.278839,0
3.432228,28.249577,34.315342,0
3.435879,28.115244,34.351849,0
3.439531,28.022554,34.388355,0
3.443182,27.985193,34.424862,0
3.446833,27.985043,34.461365,0
3.450485,28.009132,34.497871,0
3.454136,27.977125,34.534378,0
3.457787,27.929419,34.570885,0
3.461438,27.879543,34.607388,0
3.46509,27.815308,34.643894,0
3.468741,27.642206,34.680401,0
3.472392,27.509632,34.716908,0
3.476043,27.475325,34.75341,0
3.479695,27.459724,34.789917,0
3.483346,27.465113,34.826424,0
3.486997,27.467768,34.86293,0
3.490649,27.468945,34.899433,0
3.4943,27.47521,34.93594,0
3.497952,27.482529,34.972446,0
3.501603,27.485502,35.008953,0
3.505254,27.480726,35.045456,0
3.508905,27.44054,35.081963,0
3.512557,27.429487,35.118469,0
3.516208,27.473621,35.154972,0
3.519859,27.499495,35.191479,0
3.52351,27.50864,35.227985,0
3.527162,27.567669,35.264492,0
3.530813,27.648037,35.300995,0
3.534464,27.591892,35.337502,0
3.538116,27.515129,35.374008,0
3.541767,27.410753,35.410515,0
3.545419,27.318005,35.447018,0
3.54907,27.263277,35.483524,0
3.552721,27.202515,35.520031,0
3.556372,27.133179,35.556538,0
3.560024,27.074615,35.59304,0
3.563675,27.023582,35.629547,0
3.567326,26.974657,35.666054,0
3.570977,26.926455,35.70256,0
3.574629,26.793018,35.739063,0
3.57828,26.664684,35.77557,0
3.581931,26.649906,35.812077,0
3.585583,26.631472,35.848583,0
3.589234,26.603426,35.885086,0
3.592885,26.566832,35.921593,0
3.596537,26.51996,35.958099,0
3.600188,26.526598,35.994606,0
3.603839,26.564753,36.031109,0
3.607491,26.569389,36.067616,0
3.611142,26.566132,36.104122,0
3.614793,26.529665,36.140629,0
3.618444,26.500515,36.177132,0
3.622096,26.51519,36.213638,0
3.625747,26.518267,36.250145,0
3.629398,26.497644,36.286652,0
3.63305,26.518213,36.323154,0
3.636701,26.579191,36.359661,0
3.640352,26.522722,36.396168,0
3.644004,26.411055,36.432674,0
3.647655,26.288504,36.469177,0
3.651306,26.165627,36.505684,0
3.654958,26.104326,36.542191,0
3.658609,26.053934,36.578697,0
3.66226,26.045956,36.6152,0
3.665911,26.028442,36.651707,0
3.669563,25.995617,36.688213,0
3.673214,25.960539,36.72472,0
3.676865,25.923508,36.761223,0
3.680517,25.812433,36.797729,0
3.684168,25.671587,36.834236,0
3.687819,25.650297,36.870743,0
3.691471,25.641964,36.907246,0
3.695122,25.60746,36.943752,0
3.698773,25.577475,36.980259,0
3.702425,25.561371,37.016766,0
3.706076,25.545765,37.053268,0
3.709727,25.530844,37.089775,0
3.713378,25.514141,37.126282,0
3.71703,25.496254,37.162788,0
3.720681,25.486799,37.199291,0
3.724332,25.479773,37.235798,0
3.727984,25.514429,37.272305,0
3.731635,25.54866,37.308811,0
3.735286,25.5611,37.345314,0
3.738938,25.580862,37.381821,0
3.742589,25.617954,37.418327,0
3.74624,25.585644,37.45483,0
3.749892,25.476133,37.491337,0
3.753543,25.369835,37.527843,0
3.757194,25.265242,37.56435,0
3.760845,25.214336,37.600853,0
3.764497,25.174353,37.63736,0
3.768148,25.113359,37.673866,0
3.771799,25.054934,37.710373,0
3.775451,25.007631,37.746876,0
3.779102,24.954653,37.783382,0
3.782753,24.890848,37.819889,0
3.786405,24.804491,37.856396,0
3.790056,24.696913,37.892899,0
3.793707,24.678949,37.929405,0
3.797359,24.700171,37.965912,0
3.80101,24.655203,38.002419,0
3.804661,24.601585,38.038921,0
3.808312,24.570663,38.075428,0
3.811964,24.549299,38.111935,0
3.815615,24.560555,38.148441,0
3.819266,24.55661,38.184944,0
3.822918,24.530561,38.221451,0
3.826569,24.483906,38.257957,0
3.83022,24.422529,38.294464,0
3.833872,24.414356,38.330967,0
3.837523,24.424379,38.367474,0
3.841174,24.459492,38.40398,0
3.844826,24.498978,38.440487,0
3.848477,24.55905,38.47699,0
3.852128,24.56045,38.513496,0
3.855779,24.409851,38.550003,0
3.859431,24.283459,38.58651,0
3.863082,24.18631,38.623013,0
3.866733,24.105808,38.659519,0
3.870385,24.034969,38.696026,0
3.874036,23.998665,38.732533,0
3.877687,23.970524,38.769035,0
3.881339,23.940781,38.805542,0
3.88499,23.904549,38.842049,0
3.888641,23.82979,38.878555,0
3.892292,23.74227,38.915058,0
3.895944,23.627592,38.951565,0
3.899595,23.559967,38.988071,0
3.903246,23.540146,39.024578,0
3.906898,23.500729,39.061081,0
3.910549,23.45183,39.097588,0
3.9142,23.43626,39.134094,0
3.917852,23.426155,39.170601,0
3.921503,23.407259,39.207104,0
3.925154,23.392469,39.24361,0
3.928806,23.393524,39.280117,0
3.932457,23.379244,39.316624,0
3.936108,23.340292,39.353127,0
3.939759,23.339268,39.389633,0
3.943411,23.369787,39.42614,0
3.947062,23.432911,39.462646,0
3.950713,23.508364,39.499149,0
3.954365,23.561628,39.535656,0
3.958016,23.59771,39.572163,0
3.961667,23.462635,39.608669,0
3.965319,23.341112,39.645172,0
3.96897,23.258442,39.681679,0
3.972621,23.19817,39.718185,0
3.976273,23.166557,39.754688,0
3.979924,23.139517,39.791195,0
3.983575,23.115347,39.827702,0
3.987226,23.106007,39.864208,0
3.990878,23.100498,39.900711,0
3.994529,23.074867,39.937218,0
3.99818,23.038433,39.973724,0
4.001832,22.933716,40.010231,0
4.005483,22.842577,40.046734,0
4.009134,22.782721,40.083241,0
4.012785,22.734566,40.119747,0
4.016437,22.699083,40.156254,0
4.020088,22.709566,40.192757,0
4.023739,22.74367,40.229263,0
4.027391,22.737669,40.26577,0
4.031042,22.72366,40.302277,0
4.034693,22.702763,40.338779,0
4.038345,22.68276,40.375286,0
4.041996,22.666574,40.411793,0
4.045647,22.660612,40.448299,0
4.049299,22.673376,40.484802,0
4.05295,22.721615,40.521309,0
4.056601,22.800793,40.557816,0
4.060253,22.860573,40.594322,0
4.063904,22.912355,40.630825,0
4.067555,22.807537,40.667332,0
4.071207,22.684069,40.703838,0
4.074858,22.592344,40.740345,0
4.078509,22.508581,40.776848,0
4.08216,22.450788,40.813354,0
4.085812,22.412155,40.849861,0
4.089463,22.400772,40.886368,0
4.093114,22.37903,40.922871,0
4.096766,22.350098,40.959377,0
4.100417,22.311398,40.995884,0
4.104068,22.269424,41.032391,0
4.107719,22.16106,41.068893,0
4.111371,22.049166,41.1054,0
4.115022,21.955494,41.141907,0
4.118673,21.862312,41.178413,0
4.122325,21.770401,41.214916,0
4.125976,21.73361,41.251423,0
4.129627,21.763136,41.28793,0
4.133279,21.766666,41.324436,0
4.13693,21.755129,41.360939,0
4.140581,21.771042,41.397446,0
4.144233,21.793415,41.433952,0
4.147884,21.752123,41.470459,0
4.151535,21.715338,41.506962,0
4.155187,21.708162,41.543468,0
4.158838,21.728651,41.579975,0
4.162489,21.804836,41.616482,0
4.166141,21.860233,41.652985,0
4.169792,21.895401,41.689491,0
4.173443,21.827744,41.725998,0
4.177094,21.712553,41.762505,0
4.180746,21.602039,41.799007,0
4.184397,21.492863,41.835514,0
4.188048,21.397352,41.872021,0
4.1917,21.315166,41.908527,0
4.195351,21.280813,41.94503,0
4.199002,21.259064,41.981537,0
4.202653,21.256403,42.018044,0
4.206305,21.226023,42.05455,0
4.209956,21.173315,42.091053,0
4.213607,21.112373,42.12756,0
4.217259,21.048365,42.164066,0
4.22091,20.925785,42.200569,0
4.224561,20.800442,42.237076,0
4.228213,20.713762,42.273582,0
4.231864,20.656773,42.310089,0
4.235515,20.685286,42.346592,0
4.239167,20.689182,42.383099,0
4.242818,20.661358,42.419605,0
4.246469,20.643742,42.456112,0
4.250121,20.632511,42.492615,0
4.253772,20.598286,42.529121,0
4.257423,20.558155,42.565628,0
4.261075,20.547338,42.602135,0
4.264726,20.553185,42.638638,0
4.268377,20.656458,42.675144,0
4.272028,20.735218,42.711651,0
4.27568,20.75992,42.748158,0
4.279331,20.723944,42.78466,0
4.282982,20.624903,42.821167,0
4.286633,20.560709,42.857674,0
4.290285,20.514065,42.89418,0
4.293936,20.4209,42.930683,0
4.297587,20.320702,42.96719,0
4.301239,20.270819,43.003696,0
4.30489,20.220333,43.040203,0
4.308541,20.167461,43.076706,0
4.312193,20.116407,43.113213,0
4.315844,20.068613,43.149719,0
4.319495,20.024458,43.186226,0
4.323147,19.983467,43.222729,0
4.326798,19.869789,43.259235,0
4.330449,19.726336,43.295742,0
4.334101,19.638094,43.332249,0
4.337752,19.562716,43.368752,0
4.341403,19.569395,43.405258,0
4.345055,19.569183,43.441765,0
4.348706,19.547701,43.478271,0
4.352357,19.552242,43.514774,0
4.356009,19.592459,43.551281,0
4.35966,19.602978,43.587788,0
4.363311,19.593658,43.624294,0
4.366962,19.585241,43.660797,0
4.370614,19.57711,43.697304,0
4.374265,19.660446,43.73381,0
4.377916,19.73358,43.770317,0
4.381567,19.688467,43.80682,0
4.385219,19.632387,43.843327,0
4.38887,19.550005,43.879833,0
4.392521,19.479343,43.91634,0
4.396173,19.421856,43.952843,0
4.399824,19.331541,43.989349,0
4.403475,19.222633,44.025856,0
4.407126,19.185856,44.062363,0
4.410778,19.165413,44.098866,0
4.414429,19.165594,44.135372,0
4.418081,19.162811,44.171879,0
4.421732,19.142248,44.208385,0
4.425383,19.119911,44.244888,0
4.429035,19.093866,44.281395,0
4.432686,18.992647,44.317902,0
4.436337,18.816347,44.354408,0
4.439989,18.722637,44.390911,0
4.44364,18.668123,44.427418,0
4.447291,18.692389,44.463924,0
4.450943,18.727049,44.500427,0
4.454594,18.685137,44.536934,0
4.458245,18.655973,44.573441,0
4.461896,18.674137,44.609947,0
4.465548,18.690573,44.64645,0
4.469199,18.704296,44.682957,0
4.47285,18.715675,44.719463,0
4.476501,18.72513,44.75597,0
4.480153,18.807974,44.792473,0
4.483804,18.917555,44.828979,0
4.487455,18.867773,44.865486,0
4.491107,18.80409,44.901993,0
4.494758,18.766344,44.938496,0
4.498409,18.728258,44.975002,0
4.50206,18.689199,45.011509,0
4.505712,18.632809,45.048016,0
4.509363,18.554499,45.084518,0
4.513014,18.509167,45.121025,0
4.516666,18.483992,45.157532,0
4.520317,18.447046,45.194038,0
4.523969,18.407127,45.230541,0
4.52762,18.355995,45.267048,0
4.531271,18.308176,45.303555,0
4.534923,18.286194,45.340061,0
4.538574,18.224045,45.376564,0
4.542225,18.070961,45.413071,0
4.545877,17.988241,45.449577,0
4.549528,17.979755,45.486084,0
4.553179,18.004675,45.522587,0
4.55683,18.046524,45.559093,0
4.560482,18.028811,45.5956,0
4.564133,18.000103,45.632107,0
4.567784,17.987856,45.66861,0
4.571435,17.975864,45.705116,0
4.575087,17.964931,45.741623,0
4.578738,17.94824,45.77813,0
4.582389,17.921129,45.814632,0
4.58604,17.967464,45.851139,0
4.589692,18.076963,45.887646,0
4.593343,18.061878,45.924152,0
4.596994,17.996506,45.960655,0
4.600646,17.966276,45.997162,0
4.604297,17.939342,46.033669,0
4.607948,17.897127,46.070175,0
4.6116,17.840239,46.106678,0
4.615251,17.738159,46.143185,0
4.618902,17.675728,46.179691,0
4.622554,17.667166,46.216198,0
4.626205,17.649937,46.252701,0
4.629856,17.626965,46.289207,0
4.633508,17.575382,46.325714,0
4.637159,17.514643,46.362221,0
4.64081,17.466597,46.398724,0
4.644462,17.403479,46.43523,0
4.648113,17.209562,46.471737,0
4.651764,17.078745,46.508244,0
4.655416,17.104328,46.544746,0
4.659067,17.124611,46.581253,0
4.662718,17.138811,46.61776,0
4.666369,17.10898,46.654266,0
4.670021,17.054461,46.690769,0
4.673672,17.036123,46.727276,0
4.677323,17.025896,46.763783,0
4.680974,17.027466,46.800285,0
4.684626,17.025789,46.836792,0
4.688277,17.006767,46.873299,0
4.691928,17.026215,46.909805,0
4.69558,17.120808,46.946308,0
4.699231,17.126776,46.982815,0
4.702882,17.05002,47.019321,0
4.706534,17.027517,47.055828,0
4.710185,17.029085,47.092331,0
4.713836,16.985258,47.128838,0
4.717488,16.932137,47.165344,0
4.721139,16.833534,47.201851,0
4.72479,16.754883,47.238354,0
4.728442,16.744333,47.27486,0
4.732093,16.74725,47.311367,0
4.735744,16.769903,47.347874,0
4.739396,16.757362,47.384377,0
4.743047,16.717587,47.420883,0
4.746698,16.687664,47.45739,0
4.75035,16.661261,47.493896,0
4.754001,16.46244,47.530399,0
4.757652,16.271015,47.566906,0
4.761303,16.31122,47.603413,0
4.764955,16.351564,47.639919,0
4.768606,16.392303,47.676422,0
4.772257,16.395374,47.712929,0
4.775908,16.351786,47.749435,0
4.77956,16.340429,47.785942,0
4.783211,16.348417,47.822445,0
4.786862,16.35528,47.858952,0
4.790514,16.361864,47.895458,0
4.794165,16.33338,47.931965,0
4.797816,16.316799,47.968468,0
4.801468,16.379406,48.004974,0
4.805119,16.411404,48.041481,0
4.80877,16.37883,48.077988,0
4.812422,16.382839,48.114491,0
4.816073,16.423563,48.150997,0
4.819724,16.382517,48.187504,0
4.823376,16.302244,48.22401,0
4.827027,16.214926,48.260513,0
4.830678,16.128878,48.29702,0
4.83433,16.134497,48.333527,0
4.837981,16.143116,48.370033,0
4.841632,16.163393,48.406536,0
4.845284,16.158545,48.443043,0
4.848935,16.10981,48.479549,0
4.852586,16.065029,48.516056,0
4.856237,16.023689,48.552559,0
4.859889,15.874246,48.589066,0
4.86354,15.68111,48.625572,0
4.867191,15.698695,48.662079,0
4.870842,15.739048,48.698582,0
4.874494,15.73647,48.735088,0
4.878145,15.728174,48.771595,0
4.881796,15.702488,48.808102,0
4.885448,15.717362,48.844604,0
4.889099,15.788074,48.881111,0
4.89275,15.801731,48.917618,0
4.896402,15.777528,48.954124,0
4.900053,15.756388,48.990627,0
4.903704,15.736183,49.027134,0
4.907356,15.778595,49.063641,0
4.911007,15.815032,49.100143,0
4.914658,15.777795,49.13665,0
4.91831,15.775402,49.173157,0
4.921961,15.855713,49.209663,0
4.925612,15.851081,49.246166,0
4.929264,15.752055,49.282673,0
4.932915,15.660149,49.31918,0
4.936566,15.571996,49.355686,0
4.940217,15.559546,49.392189,0
4.943869,15.562406,49.428696,0
4.94752,15.560513,49.465202,0
4.951171,15.553052,49.501709,0
4.954823,15.519243,49.538212,0
4.958474,15.494637,49.574718,0
4.962125,15.487885,49.611225,0
4.965776,15.415136,49.647732,0
4.969428,15.280691,49.684235,0
4.973079,15.261433,49.720741,0
4.97673,15.292581,49.757248,0
4.980382,15.296062,49.793755,0
4.984033,15.295165,49.830257,0
4.987684,15.28736,49.866764,0
4.991336,15.286985,49.903271,0
4.994987,15.311622,49.939777,0
4.998638,15.324924,49.97628,0
5.00229,15.321568,50.012787,0
5.005941,15.301412,50.049294,0
5.009592,15.268885,50.0858,0
5.013244,15.286677,50.122303,0
5.016895,15.321621,50.15881,0
5.020546,15.323646,50.195316,0
5.024198,15.332374,50.231823,0
5.027849,15.424041,50.268326,0
